"Gender"	"Provinces"	"Periodo"	"Situation"	"value"
"Males"	"39 Cantabria"	"2011QII"	"Parados que buscan primer empleo"	1
"Females"	"39 Cantabria"	"2011QII"	"Parados que buscan primer empleo"	2.5
"Males"	"12 Castellón/Castelló"	"2011QII"	"Parados que buscan primer empleo"	2
"Females"	"12 Castellón/Castelló"	"2011QII"	"Parados que buscan primer empleo"	2.7
"Males"	"13 Ciudad Real"	"2011QII"	"Parados que buscan primer empleo"	2.6
"Females"	"13 Ciudad Real"	"2011QII"	"Parados que buscan primer empleo"	5.7
"Males"	"14 Córdoba"	"2011QII"	"Parados que buscan primer empleo"	4.4
"Females"	"14 Córdoba"	"2011QII"	"Parados que buscan primer empleo"	5.2
"Males"	"15 Coruña, A"	"2011QII"	"Parados que buscan primer empleo"	2.2
"Females"	"15 Coruña, A"	"2011QII"	"Parados que buscan primer empleo"	2.5
"Males"	"16 Cuenca"	"2011QII"	"Parados que buscan primer empleo"	0.5
"Females"	"16 Cuenca"	"2011QII"	"Parados que buscan primer empleo"	1.8
"Males"	"20 Gipuzkoa"	"2011QII"	"Parados que buscan primer empleo"	1.2
"Females"	"20 Gipuzkoa"	"2011QII"	"Parados que buscan primer empleo"	1.3
"Males"	"17 Girona"	"2011QII"	"Parados que buscan primer empleo"	2.3
"Females"	"17 Girona"	"2011QII"	"Parados que buscan primer empleo"	4.3
"Males"	"18 Granada"	"2011QII"	"Parados que buscan primer empleo"	5.7
"Females"	"18 Granada"	"2011QII"	"Parados que buscan primer empleo"	5.2
"Males"	"19 Guadalajara"	"2011QII"	"Parados que buscan primer empleo"	1
"Females"	"19 Guadalajara"	"2011QII"	"Parados que buscan primer empleo"	1.8
"Males"	"21 Huelva"	"2011QII"	"Parados que buscan primer empleo"	2.2
"Females"	"21 Huelva"	"2011QII"	"Parados que buscan primer empleo"	1.6
"Males"	"22 Huesca"	"2011QII"	"Parados que buscan primer empleo"	0.4
"Females"	"22 Huesca"	"2011QII"	"Parados que buscan primer empleo"	1
"Males"	"23 Jaén"	"2011QII"	"Parados que buscan primer empleo"	2.1
"Females"	"23 Jaén"	"2011QII"	"Parados que buscan primer empleo"	5.3
"Males"	"24 León"	"2011QII"	"Parados que buscan primer empleo"	1.3
"Females"	"24 León"	"2011QII"	"Parados que buscan primer empleo"	1.6
"Males"	"25 Lleida"	"2011QII"	"Parados que buscan primer empleo"	1.9
"Females"	"25 Lleida"	"2011QII"	"Parados que buscan primer empleo"	2.3
"Males"	"27 Lugo"	"2011QII"	"Parados que buscan primer empleo"	0.8
"Females"	"27 Lugo"	"2011QII"	"Parados que buscan primer empleo"	1.6
"Males"	"28 Madrid"	"2011QII"	"Parados que buscan primer empleo"	21.6
"Females"	"28 Madrid"	"2011QII"	"Parados que buscan primer empleo"	24.6
"Males"	"29 Málaga"	"2011QII"	"Parados que buscan primer empleo"	5.9
"Females"	"29 Málaga"	"2011QII"	"Parados que buscan primer empleo"	12.1
"Males"	"30 Murcia"	"2011QII"	"Parados que buscan primer empleo"	6
"Females"	"30 Murcia"	"2011QII"	"Parados que buscan primer empleo"	6
"Males"	"31 Navarra"	"2011QII"	"Parados que buscan primer empleo"	1.1
"Females"	"31 Navarra"	"2011QII"	"Parados que buscan primer empleo"	2.7
"Males"	"32 Ourense"	"2011QII"	"Parados que buscan primer empleo"	1.4
"Females"	"32 Ourense"	"2011QII"	"Parados que buscan primer empleo"	1.3
"Males"	"34 Palencia"	"2011QII"	"Parados que buscan primer empleo"	0.5
"Females"	"34 Palencia"	"2011QII"	"Parados que buscan primer empleo"	0.9
"Males"	"35 Palmas, Las"	"2011QII"	"Parados que buscan primer empleo"	6.4
"Females"	"35 Palmas, Las"	"2011QII"	"Parados que buscan primer empleo"	12.4
"Males"	"36 Pontevedra"	"2011QII"	"Parados que buscan primer empleo"	3.4
"Females"	"36 Pontevedra"	"2011QII"	"Parados que buscan primer empleo"	3.9
"Males"	"26 Rioja, La"	"2011QII"	"Parados que buscan primer empleo"	0.9
"Females"	"26 Rioja, La"	"2011QII"	"Parados que buscan primer empleo"	1.4
"Males"	"37 Salamanca"	"2011QII"	"Parados que buscan primer empleo"	1.4
"Females"	"37 Salamanca"	"2011QII"	"Parados que buscan primer empleo"	0.4
"Males"	"38 Santa Cruz de Tenerife"	"2011QII"	"Parados que buscan primer empleo"	4.4
"Females"	"38 Santa Cruz de Tenerife"	"2011QII"	"Parados que buscan primer empleo"	7.4
"Males"	"40 Segovia"	"2011QII"	"Parados que buscan primer empleo"	0.2
"Females"	"40 Segovia"	"2011QII"	"Parados que buscan primer empleo"	0.6
"Males"	"41 Sevilla"	"2011QII"	"Parados que buscan primer empleo"	6.8
"Females"	"41 Sevilla"	"2011QII"	"Parados que buscan primer empleo"	13
"Males"	"42 Soria"	"2011QII"	"Parados que buscan primer empleo"	0.1
"Females"	"42 Soria"	"2011QII"	"Parados que buscan primer empleo"	0.8
"Males"	"43 Tarragona"	"2011QII"	"Parados que buscan primer empleo"	3
"Females"	"43 Tarragona"	"2011QII"	"Parados que buscan primer empleo"	3.9
"Males"	"44 Teruel"	"2011QII"	"Parados que buscan primer empleo"	0.1
"Females"	"44 Teruel"	"2011QII"	"Parados que buscan primer empleo"	1.1
"Males"	"45 Toledo"	"2011QII"	"Parados que buscan primer empleo"	3
"Females"	"45 Toledo"	"2011QII"	"Parados que buscan primer empleo"	4.1
"Males"	"46 Valencia/València"	"2011QII"	"Parados que buscan primer empleo"	10
"Females"	"46 Valencia/València"	"2011QII"	"Parados que buscan primer empleo"	13
"Males"	"47 Valladolid"	"2011QII"	"Parados que buscan primer empleo"	1.3
"Females"	"47 Valladolid"	"2011QII"	"Parados que buscan primer empleo"	1.1
"Males"	"49 Zamora"	"2011QII"	"Parados que buscan primer empleo"	0.5
"Females"	"49 Zamora"	"2011QII"	"Parados que buscan primer empleo"	0.9
"Males"	"50 Zaragoza"	"2011QII"	"Parados que buscan primer empleo"	3.2
"Females"	"50 Zaragoza"	"2011QII"	"Parados que buscan primer empleo"	3.4
"Males"	"51 Ceuta"	"2011QII"	"Parados que buscan primer empleo"	0.3
"Females"	"51 Ceuta"	"2011QII"	"Parados que buscan primer empleo"	0.9
"Males"	"52 Melilla"	"2011QII"	"Parados que buscan primer empleo"	0.4
"Females"	"52 Melilla"	"2011QII"	"Parados que buscan primer empleo"	0.8
"Males"	"02 Albacete"	"2011QI"	"Parados que buscan primer empleo"	1.1
"Females"	"02 Albacete"	"2011QI"	"Parados que buscan primer empleo"	2.6
"Males"	"03 Alicante/Alacant"	"2011QI"	"Parados que buscan primer empleo"	5.4
"Females"	"03 Alicante/Alacant"	"2011QI"	"Parados que buscan primer empleo"	7.5
"Males"	"04 Almería"	"2011QI"	"Parados que buscan primer empleo"	6.7
"Females"	"04 Almería"	"2011QI"	"Parados que buscan primer empleo"	2.8
"Males"	"01 Araba/Álava"	"2011QI"	"Parados que buscan primer empleo"	0.8
"Females"	"01 Araba/Álava"	"2011QI"	"Parados que buscan primer empleo"	0.8
"Males"	"33 Asturias"	"2011QI"	"Parados que buscan primer empleo"	4.1
"Females"	"33 Asturias"	"2011QI"	"Parados que buscan primer empleo"	2.6
"Males"	"05 Ávila"	"2011QI"	"Parados que buscan primer empleo"	0.9
"Females"	"05 Ávila"	"2011QI"	"Parados que buscan primer empleo"	0.5
"Males"	"06 Badajoz"	"2011QI"	"Parados que buscan primer empleo"	1.6
"Females"	"06 Badajoz"	"2011QI"	"Parados que buscan primer empleo"	5.1
"Males"	"07 Balears, Illes"	"2011QI"	"Parados que buscan primer empleo"	2.6
"Females"	"07 Balears, Illes"	"2011QI"	"Parados que buscan primer empleo"	4.8
"Males"	"08 Barcelona"	"2011QI"	"Parados que buscan primer empleo"	29.6
"Females"	"08 Barcelona"	"2011QI"	"Parados que buscan primer empleo"	21.7
"Males"	"48 Bizkaia"	"2011QI"	"Parados que buscan primer empleo"	2.4
"Females"	"48 Bizkaia"	"2011QI"	"Parados que buscan primer empleo"	2.6
"Males"	"09 Burgos"	"2011QI"	"Parados que buscan primer empleo"	1.3
"Females"	"09 Burgos"	"2011QI"	"Parados que buscan primer empleo"	1.2
"Males"	"10 Cáceres"	"2011QI"	"Parados que buscan primer empleo"	1.9
"Females"	"10 Cáceres"	"2011QI"	"Parados que buscan primer empleo"	2.3
"Males"	"11 Cádiz"	"2011QI"	"Parados que buscan primer empleo"	2.7
"Females"	"11 Cádiz"	"2011QI"	"Parados que buscan primer empleo"	12.9
"Males"	"39 Cantabria"	"2011QI"	"Parados que buscan primer empleo"	2
"Females"	"39 Cantabria"	"2011QI"	"Parados que buscan primer empleo"	1.3
"Males"	"12 Castellón/Castelló"	"2011QI"	"Parados que buscan primer empleo"	2.1
"Females"	"12 Castellón/Castelló"	"2011QI"	"Parados que buscan primer empleo"	2.7
"Males"	"13 Ciudad Real"	"2011QI"	"Parados que buscan primer empleo"	1.5
"Females"	"13 Ciudad Real"	"2011QI"	"Parados que buscan primer empleo"	5.2
"Males"	"14 Córdoba"	"2011QI"	"Parados que buscan primer empleo"	3.8
"Females"	"14 Córdoba"	"2011QI"	"Parados que buscan primer empleo"	4.7
"Males"	"15 Coruña, A"	"2011QI"	"Parados que buscan primer empleo"	2.1
"Females"	"15 Coruña, A"	"2011QI"	"Parados que buscan primer empleo"	2.7
"Males"	"16 Cuenca"	"2011QI"	"Parados que buscan primer empleo"	0.4
"Females"	"16 Cuenca"	"2011QI"	"Parados que buscan primer empleo"	2.3
"Males"	"20 Gipuzkoa"	"2011QI"	"Parados que buscan primer empleo"	0.5
"Females"	"20 Gipuzkoa"	"2011QI"	"Parados que buscan primer empleo"	1.5
"Males"	"17 Girona"	"2011QI"	"Parados que buscan primer empleo"	2.6
"Females"	"17 Girona"	"2011QI"	"Parados que buscan primer empleo"	3
"Males"	"18 Granada"	"2011QI"	"Parados que buscan primer empleo"	3.1
"Females"	"18 Granada"	"2011QI"	"Parados que buscan primer empleo"	4.8
"Males"	"19 Guadalajara"	"2011QI"	"Parados que buscan primer empleo"	1.1
"Females"	"19 Guadalajara"	"2011QI"	"Parados que buscan primer empleo"	0.6
"Males"	"21 Huelva"	"2011QI"	"Parados que buscan primer empleo"	1.8
"Females"	"21 Huelva"	"2011QI"	"Parados que buscan primer empleo"	2.8
"Males"	"22 Huesca"	"2011QI"	"Parados que buscan primer empleo"	0.2
"Females"	"22 Huesca"	"2011QI"	"Parados que buscan primer empleo"	0.9
"Males"	"23 Jaén"	"2011QI"	"Parados que buscan primer empleo"	1.3
"Females"	"23 Jaén"	"2011QI"	"Parados que buscan primer empleo"	3.9
"Males"	"24 León"	"2011QI"	"Parados que buscan primer empleo"	0.9
"Females"	"24 León"	"2011QI"	"Parados que buscan primer empleo"	1.6
"Males"	"25 Lleida"	"2011QI"	"Parados que buscan primer empleo"	1.3
"Females"	"25 Lleida"	"2011QI"	"Parados que buscan primer empleo"	3.3
"Males"	"27 Lugo"	"2011QI"	"Parados que buscan primer empleo"	0.8
"Females"	"27 Lugo"	"2011QI"	"Parados que buscan primer empleo"	1.8
"Males"	"28 Madrid"	"2011QI"	"Parados que buscan primer empleo"	16
"Females"	"28 Madrid"	"2011QI"	"Parados que buscan primer empleo"	28
"Males"	"29 Málaga"	"2011QI"	"Parados que buscan primer empleo"	7
"Females"	"29 Málaga"	"2011QI"	"Parados que buscan primer empleo"	9.9
"Males"	"30 Murcia"	"2011QI"	"Parados que buscan primer empleo"	6.3
"Females"	"30 Murcia"	"2011QI"	"Parados que buscan primer empleo"	5.9
"Males"	"31 Navarra"	"2011QI"	"Parados que buscan primer empleo"	0.3
"Females"	"31 Navarra"	"2011QI"	"Parados que buscan primer empleo"	2.1
"Males"	"32 Ourense"	"2011QI"	"Parados que buscan primer empleo"	1.3
"Females"	"32 Ourense"	"2011QI"	"Parados que buscan primer empleo"	0.9
"Males"	"34 Palencia"	"2011QI"	"Parados que buscan primer empleo"	1.6
"Females"	"34 Palencia"	"2011QI"	"Parados que buscan primer empleo"	1
"Males"	"35 Palmas, Las"	"2011QI"	"Parados que buscan primer empleo"	4.3
"Females"	"35 Palmas, Las"	"2011QI"	"Parados que buscan primer empleo"	8.6
"Males"	"36 Pontevedra"	"2011QI"	"Parados que buscan primer empleo"	3
"Females"	"36 Pontevedra"	"2011QI"	"Parados que buscan primer empleo"	3.6
"Males"	"26 Rioja, La"	"2011QI"	"Parados que buscan primer empleo"	1.2
"Females"	"26 Rioja, La"	"2011QI"	"Parados que buscan primer empleo"	1.9
"Males"	"37 Salamanca"	"2011QI"	"Parados que buscan primer empleo"	0.2
"Females"	"37 Salamanca"	"2011QI"	"Parados que buscan primer empleo"	0.9
"Males"	"38 Santa Cruz de Tenerife"	"2011QI"	"Parados que buscan primer empleo"	2.1
"Females"	"38 Santa Cruz de Tenerife"	"2011QI"	"Parados que buscan primer empleo"	6.9
"Males"	"40 Segovia"	"2011QI"	"Parados que buscan primer empleo"	0.1
"Females"	"40 Segovia"	"2011QI"	"Parados que buscan primer empleo"	0.6
"Males"	"41 Sevilla"	"2011QI"	"Parados que buscan primer empleo"	7
"Females"	"41 Sevilla"	"2011QI"	"Parados que buscan primer empleo"	11.5
"Males"	"42 Soria"	"2011QI"	"Parados que buscan primer empleo"	0.3
"Females"	"42 Soria"	"2011QI"	"Parados que buscan primer empleo"	0.6
"Males"	"43 Tarragona"	"2011QI"	"Parados que buscan primer empleo"	3.8
"Females"	"43 Tarragona"	"2011QI"	"Parados que buscan primer empleo"	3.1
"Males"	"44 Teruel"	"2011QI"	"Parados que buscan primer empleo"	0.7
"Females"	"44 Teruel"	"2011QI"	"Parados que buscan primer empleo"	1
"Males"	"45 Toledo"	"2011QI"	"Parados que buscan primer empleo"	3
"Females"	"45 Toledo"	"2011QI"	"Parados que buscan primer empleo"	3.7
"Males"	"46 Valencia/València"	"2011QI"	"Parados que buscan primer empleo"	6.7
"Females"	"46 Valencia/València"	"2011QI"	"Parados que buscan primer empleo"	9.1
"Males"	"47 Valladolid"	"2011QI"	"Parados que buscan primer empleo"	1.1
"Females"	"47 Valladolid"	"2011QI"	"Parados que buscan primer empleo"	0.7
"Males"	"49 Zamora"	"2011QI"	"Parados que buscan primer empleo"	0.6
"Females"	"49 Zamora"	"2011QI"	"Parados que buscan primer empleo"	2
"Males"	"50 Zaragoza"	"2011QI"	"Parados que buscan primer empleo"	2
"Females"	"50 Zaragoza"	"2011QI"	"Parados que buscan primer empleo"	3.7
"Males"	"51 Ceuta"	"2011QI"	"Parados que buscan primer empleo"	0.7
"Females"	"51 Ceuta"	"2011QI"	"Parados que buscan primer empleo"	1
"Males"	"52 Melilla"	"2011QI"	"Parados que buscan primer empleo"	0.4
"Females"	"52 Melilla"	"2011QI"	"Parados que buscan primer empleo"	0.7
"Males"	"02 Albacete"	"2014QIV"	"Inactive persons"	59.1
"Females"	"02 Albacete"	"2014QIV"	"Inactive persons"	81.3
"Males"	"03 Alicante/Alacant"	"2014QIV"	"Inactive persons"	276
"Females"	"03 Alicante/Alacant"	"2014QIV"	"Inactive persons"	385.2
"Males"	"04 Almería"	"2014QIV"	"Inactive persons"	81.7
"Females"	"04 Almería"	"2014QIV"	"Inactive persons"	121.8
"Males"	"01 Araba/Álava"	"2014QIV"	"Inactive persons"	44.9
"Females"	"01 Araba/Álava"	"2014QIV"	"Inactive persons"	58.5
"Males"	"33 Asturias"	"2014QIV"	"Inactive persons"	187.5
"Females"	"33 Asturias"	"2014QIV"	"Inactive persons"	256.2
"Males"	"05 Ávila"	"2014QIV"	"Inactive persons"	27.7
"Females"	"05 Ávila"	"2014QIV"	"Inactive persons"	37.6
"Males"	"06 Badajoz"	"2014QIV"	"Inactive persons"	100.6
"Females"	"06 Badajoz"	"2014QIV"	"Inactive persons"	151.7
"Males"	"07 Balears, Illes"	"2014QIV"	"Inactive persons"	142.2
"Females"	"07 Balears, Illes"	"2014QIV"	"Inactive persons"	200.8
"Males"	"08 Barcelona"	"2014QIV"	"Inactive persons"	687
"Females"	"08 Barcelona"	"2014QIV"	"Inactive persons"	989
"Males"	"48 Bizkaia"	"2014QIV"	"Inactive persons"	166.8
"Females"	"48 Bizkaia"	"2014QIV"	"Inactive persons"	239.9
"Males"	"09 Burgos"	"2014QIV"	"Inactive persons"	52.6
"Females"	"09 Burgos"	"2014QIV"	"Inactive persons"	71.4
"Males"	"10 Cáceres"	"2014QIV"	"Inactive persons"	65.3
"Females"	"10 Cáceres"	"2014QIV"	"Inactive persons"	88.5
"Males"	"11 Cádiz"	"2014QIV"	"Inactive persons"	178.9
"Females"	"11 Cádiz"	"2014QIV"	"Inactive persons"	259.1
"Males"	"39 Cantabria"	"2014QIV"	"Inactive persons"	89.3
"Females"	"39 Cantabria"	"2014QIV"	"Inactive persons"	127.7
"Males"	"12 Castellón/Castelló"	"2014QIV"	"Inactive persons"	77.4
"Females"	"12 Castellón/Castelló"	"2014QIV"	"Inactive persons"	109.5
"Males"	"13 Ciudad Real"	"2014QIV"	"Inactive persons"	73.9
"Females"	"13 Ciudad Real"	"2014QIV"	"Inactive persons"	113.4
"Males"	"14 Córdoba"	"2014QIV"	"Inactive persons"	111.9
"Females"	"14 Córdoba"	"2014QIV"	"Inactive persons"	168.7
"Males"	"15 Coruña, A"	"2014QIV"	"Inactive persons"	186
"Females"	"15 Coruña, A"	"2014QIV"	"Inactive persons"	257.6
"Males"	"16 Cuenca"	"2014QIV"	"Inactive persons"	34.2
"Females"	"16 Cuenca"	"2014QIV"	"Inactive persons"	47.9
"Males"	"20 Gipuzkoa"	"2014QIV"	"Inactive persons"	111.6
"Females"	"20 Gipuzkoa"	"2014QIV"	"Inactive persons"	145.1
"Males"	"17 Girona"	"2014QIV"	"Inactive persons"	91.3
"Females"	"17 Girona"	"2014QIV"	"Inactive persons"	123.4
"Males"	"18 Granada"	"2014QIV"	"Inactive persons"	121.6
"Females"	"18 Granada"	"2014QIV"	"Inactive persons"	184
"Males"	"19 Guadalajara"	"2014QIV"	"Inactive persons"	30.1
"Females"	"19 Guadalajara"	"2014QIV"	"Inactive persons"	39.8
"Males"	"21 Huelva"	"2014QIV"	"Inactive persons"	75.7
"Females"	"21 Huelva"	"2014QIV"	"Inactive persons"	104.8
"Males"	"22 Huesca"	"2014QIV"	"Inactive persons"	32.6
"Females"	"22 Huesca"	"2014QIV"	"Inactive persons"	43.9
"Males"	"23 Jaén"	"2014QIV"	"Inactive persons"	99.5
"Females"	"23 Jaén"	"2014QIV"	"Inactive persons"	143
"Males"	"24 León"	"2014QIV"	"Inactive persons"	87.9
"Females"	"24 León"	"2014QIV"	"Inactive persons"	115.3
"Males"	"25 Lleida"	"2014QIV"	"Inactive persons"	56.2
"Females"	"25 Lleida"	"2014QIV"	"Inactive persons"	77.3
"Males"	"27 Lugo"	"2014QIV"	"Inactive persons"	65.4
"Females"	"27 Lugo"	"2014QIV"	"Inactive persons"	83.3
"Males"	"28 Madrid"	"2014QIV"	"Inactive persons"	739.7
"Females"	"28 Madrid"	"2014QIV"	"Inactive persons"	1106.5
"Males"	"29 Málaga"	"2014QIV"	"Inactive persons"	218
"Females"	"29 Málaga"	"2014QIV"	"Inactive persons"	308.7
"Males"	"30 Murcia"	"2014QIV"	"Inactive persons"	187
"Females"	"30 Murcia"	"2014QIV"	"Inactive persons"	273.1
"Males"	"31 Navarra"	"2014QIV"	"Inactive persons"	89.5
"Females"	"31 Navarra"	"2014QIV"	"Inactive persons"	121.6
"Males"	"32 Ourense"	"2014QIV"	"Inactive persons"	65.6
"Females"	"32 Ourense"	"2014QIV"	"Inactive persons"	80
"Males"	"34 Palencia"	"2014QIV"	"Inactive persons"	26.4
"Females"	"34 Palencia"	"2014QIV"	"Inactive persons"	37.8
"Males"	"35 Palmas, Las"	"2014QIV"	"Inactive persons"	147.4
"Females"	"35 Palmas, Las"	"2014QIV"	"Inactive persons"	201.9
"Males"	"36 Pontevedra"	"2014QIV"	"Inactive persons"	151.4
"Females"	"36 Pontevedra"	"2014QIV"	"Inactive persons"	210.9
"Males"	"26 Rioja, La"	"2014QIV"	"Inactive persons"	44.1
"Females"	"26 Rioja, La"	"2014QIV"	"Inactive persons"	62
"Males"	"37 Salamanca"	"2014QIV"	"Inactive persons"	54.8
"Females"	"37 Salamanca"	"2014QIV"	"Inactive persons"	79.6
"Males"	"38 Santa Cruz de Tenerife"	"2014QIV"	"Inactive persons"	143.3
"Females"	"38 Santa Cruz de Tenerife"	"2014QIV"	"Inactive persons"	195
"Males"	"40 Segovia"	"2014QIV"	"Inactive persons"	22.8
"Females"	"40 Segovia"	"2014QIV"	"Inactive persons"	31.7
"Males"	"41 Sevilla"	"2014QIV"	"Inactive persons"	249.7
"Females"	"41 Sevilla"	"2014QIV"	"Inactive persons"	366.2
"Males"	"42 Soria"	"2014QIV"	"Inactive persons"	15.3
"Females"	"42 Soria"	"2014QIV"	"Inactive persons"	18.6
"Males"	"43 Tarragona"	"2014QIV"	"Inactive persons"	103.6
"Females"	"43 Tarragona"	"2014QIV"	"Inactive persons"	144.4
"Males"	"44 Teruel"	"2014QIV"	"Inactive persons"	21.8
"Females"	"44 Teruel"	"2014QIV"	"Inactive persons"	29.9
"Males"	"45 Toledo"	"2014QIV"	"Inactive persons"	88.1
"Females"	"45 Toledo"	"2014QIV"	"Inactive persons"	130.3
"Males"	"46 Valencia/València"	"2014QIV"	"Inactive persons"	339.1
"Females"	"46 Valencia/València"	"2014QIV"	"Inactive persons"	500.6
"Males"	"47 Valladolid"	"2014QIV"	"Inactive persons"	81.9
"Females"	"47 Valladolid"	"2014QIV"	"Inactive persons"	111.6
"Males"	"49 Zamora"	"2014QIV"	"Inactive persons"	32.1
"Females"	"49 Zamora"	"2014QIV"	"Inactive persons"	43.5
"Males"	"50 Zaragoza"	"2014QIV"	"Inactive persons"	134.6
"Females"	"50 Zaragoza"	"2014QIV"	"Inactive persons"	193.1
"Males"	"51 Ceuta"	"2014QIV"	"Inactive persons"	9.5
"Females"	"51 Ceuta"	"2014QIV"	"Inactive persons"	15.9
"Males"	"52 Melilla"	"2014QIV"	"Inactive persons"	10.9
"Females"	"52 Melilla"	"2014QIV"	"Inactive persons"	16.5
"Males"	"02 Albacete"	"2014QIII"	"Inactive persons"	59.7
"Females"	"02 Albacete"	"2014QIII"	"Inactive persons"	82
"Males"	"03 Alicante/Alacant"	"2014QIII"	"Inactive persons"	283.4
"Females"	"03 Alicante/Alacant"	"2014QIII"	"Inactive persons"	385
"Males"	"04 Almería"	"2014QIII"	"Inactive persons"	80.7
"Females"	"04 Almería"	"2014QIII"	"Inactive persons"	128.9
"Males"	"01 Araba/Álava"	"2014QIII"	"Inactive persons"	46
"Females"	"01 Araba/Álava"	"2014QIII"	"Inactive persons"	61.9
"Males"	"33 Asturias"	"2014QIII"	"Inactive persons"	188.2
"Females"	"33 Asturias"	"2014QIII"	"Inactive persons"	251.2
"Males"	"05 Ávila"	"2014QIII"	"Inactive persons"	27.3
"Females"	"05 Ávila"	"2014QIII"	"Inactive persons"	38.2
"Males"	"06 Badajoz"	"2014QIII"	"Inactive persons"	102.5
"Females"	"06 Badajoz"	"2014QIII"	"Inactive persons"	154.2
"Males"	"07 Balears, Illes"	"2014QIII"	"Inactive persons"	121.6
"Females"	"07 Balears, Illes"	"2014QIII"	"Inactive persons"	178.4
"Males"	"08 Barcelona"	"2014QIII"	"Inactive persons"	702.7
"Females"	"08 Barcelona"	"2014QIII"	"Inactive persons"	987.1
"Males"	"48 Bizkaia"	"2014QIII"	"Inactive persons"	170.3
"Females"	"48 Bizkaia"	"2014QIII"	"Inactive persons"	255.8
"Males"	"09 Burgos"	"2014QIII"	"Inactive persons"	51.8
"Females"	"09 Burgos"	"2014QIII"	"Inactive persons"	71.4
"Males"	"10 Cáceres"	"2014QIII"	"Inactive persons"	63.3
"Females"	"10 Cáceres"	"2014QIII"	"Inactive persons"	86.9
"Males"	"11 Cádiz"	"2014QIII"	"Inactive persons"	174.1
"Females"	"11 Cádiz"	"2014QIII"	"Inactive persons"	247.6
"Males"	"39 Cantabria"	"2014QIII"	"Inactive persons"	86.6
"Females"	"39 Cantabria"	"2014QIII"	"Inactive persons"	124.7
